                              10.5.14.2,                              10.5.16.2,2013/08/03T17:30:16,2013/08/03T17:30:16,          3.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:31:03,2013/08/03T17:31:33,          0.200,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:31:20,2013/08/03T17:31:20,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:31:21,2013/08/03T17:31:21,          8.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:31:29,2013/08/03T17:31:29,          8.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:31:33,2013/08/03T17:31:33,         10.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:31:36,2013/08/03T17:31:36,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:31:48,2013/08/03T17:31:48,          7.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:31:51,2013/08/03T17:31:51,         10.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:03,2013/08/03T17:32:31,          0.429,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:20,2013/08/03T17:32:20,          3.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:21,2013/08/03T17:32:21,         11.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:22,2013/08/03T17:32:22,         64.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:23,2013/08/03T17:32:23,         63.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:24,2013/08/03T17:32:24,         68.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:25,2013/08/03T17:32:25,         12.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:25,2013/08/03T17:32:26,         10.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:26,2013/08/03T17:32:26,         32.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:27,2013/08/03T17:32:27,         22.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:27,2013/08/03T17:32:28,         10.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:28,2013/08/03T17:32:28,         83.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:29,2013/08/03T17:32:29,         22.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:29,2013/08/03T17:32:30,         10.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:30,2013/08/03T17:32:30,         69.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:31,2013/08/03T17:32:31,         51.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:32,2013/08/03T17:32:32,         67.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:33,2013/08/03T17:32:33,         22.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:34,2013/08/03T17:32:34,         92.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:35,2013/08/03T17:32:35,         12.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:36,2013/08/03T17:32:36,          7.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:37,2013/08/03T17:32:37,          3.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:38,2013/08/03T17:32:38,         12.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:47,2013/08/03T17:32:47,         18.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:32:52,2013/08/03T17:32:52,         11.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:03,2013/08/03T17:33:03,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:04,2013/08/03T17:33:04,         17.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:06,2013/08/03T17:33:06,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:13,2013/08/03T17:33:13,          8.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:22,2013/08/03T17:33:22,         11.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:26,2013/08/03T17:33:26,         13.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:35,2013/08/03T17:33:35,         12.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:38,2013/08/03T17:33:38,         10.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:55,2013/08/03T17:33:55,         13.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:33:58,2013/08/03T17:33:58,          8.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:34:01,2013/08/03T17:34:01,         13.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:34:06,2013/08/03T17:34:09,          2.333,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:34:09,2013/08/03T17:34:09,          2.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:34:19,2013/08/03T17:34:19,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:34:21,2013/08/03T17:34:21,          8.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:34:59,2013/08/03T17:34:59,          5.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:35:01,2013/08/03T17:35:01,         14.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:35:02,2013/08/03T17:35:02,          7.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:35:08,2013/08/03T17:35:08,          7.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T17:35:10,2013/08/03T17:35:10,          4.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:39,2013/08/03T21:36:39,          7.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:40,2013/08/03T21:36:40,         12.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:41,2013/08/03T21:36:41,          6.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:42,2013/08/03T21:36:42,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:43,2013/08/03T21:36:43,          2.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:45,2013/08/03T21:36:45,          2.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:46,2013/08/03T21:36:46,          5.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:47,2013/08/03T21:36:47,         15.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:48,2013/08/03T21:36:48,         29.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:49,2013/08/03T21:36:49,         40.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:50,2013/08/03T21:36:50,         41.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:51,2013/08/03T21:36:51,         21.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:52,2013/08/03T21:36:52,         41.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:53,2013/08/03T21:36:53,          4.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:54,2013/08/03T21:36:54,         28.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:55,2013/08/03T21:36:55,         34.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:56,2013/08/03T21:36:56,          1.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:36:58,2013/08/03T21:36:58,          7.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:00,2013/08/03T21:37:00,          2.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:01,2013/08/03T21:37:01,         27.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:02,2013/08/03T21:37:02,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:02,2013/08/03T21:37:03,         10.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:03,2013/08/03T21:37:03,          2.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:04,2013/08/03T21:37:04,         29.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:05,2013/08/03T21:37:05,          1.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:06,2013/08/03T21:37:06,          7.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:07,2013/08/03T21:37:07,          3.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:08,2013/08/03T21:37:08,          2.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:09,2013/08/03T21:37:09,         12.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:10,2013/08/03T21:37:10,          2.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:11,2013/08/03T21:37:11,          6.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:12,2013/08/03T21:37:12,         15.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:13,2013/08/03T21:37:13,         10.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:14,2013/08/03T21:37:14,          1.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:14,2013/08/03T21:37:15,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:15,2013/08/03T21:37:15,         28.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:16,2013/08/03T21:37:16,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:17,2013/08/03T21:37:17,          1.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:25,2013/08/03T21:37:25,         11.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:25,2013/08/03T21:37:27,          6.500,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:26,2013/08/03T21:37:26,          1.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:27,2013/08/03T21:37:27,          8.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:28,2013/08/03T21:37:28,          1.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:29,2013/08/03T21:37:29,          8.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:30,2013/08/03T21:37:30,         11.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:31,2013/08/03T21:37:31,          6.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:32,2013/08/03T21:37:32,         10.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:33,2013/08/03T21:37:33,          1.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:33,2013/08/03T21:38:03,          0.200,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:34,2013/08/03T21:37:34,          2.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:37,2013/08/03T21:37:37,          9.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:38,2013/08/03T21:37:38,          2.000,
                              10.5.14.2,                              10.5.16.2,2013/08/03T21:37:39,2013/08/03T21:37:39,          2.000,
