                              10.5.14.2,                               10.5.1.2,2013/08/03T17:30:23,2013/08/03T17:30:23,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:30:52,2013/08/03T17:30:52,          6.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:30:58,2013/08/03T17:30:58,          4.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:31:04,2013/08/03T17:31:04,          3.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:31:11,2013/08/03T17:31:11,          8.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:31:12,2013/08/03T17:31:12,         10.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:31:20,2013/08/03T17:31:20,         10.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:31:45,2013/08/03T17:31:45,          2.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:31:59,2013/08/03T17:32:00,          4.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:03,2013/08/03T17:32:33,          0.167,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:07,2013/08/03T17:32:07,         10.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:10,2013/08/03T17:32:10,          6.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:11,2013/08/03T17:32:11,          4.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:22,2013/08/03T17:32:22,         44.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:22,2013/08/03T17:32:23,         11.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:23,2013/08/03T17:32:23,         13.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:24,2013/08/03T17:32:24,         42.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:25,2013/08/03T17:32:25,         35.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:25,2013/08/03T17:32:26,         10.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:26,2013/08/03T17:32:26,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:27,2013/08/03T17:32:27,         45.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:27,2013/08/03T17:32:28,         10.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:28,2013/08/03T17:32:28,         36.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:28,2013/08/03T17:32:29,         10.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:29,2013/08/03T17:32:29,         32.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:30,2013/08/03T17:32:30,         46.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:31,2013/08/03T17:32:31,         68.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:32,2013/08/03T17:32:32,         33.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:32,2013/08/03T17:32:33,         11.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:33,2013/08/03T17:32:33,         46.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:34,2013/08/03T17:32:34,         21.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:35,2013/08/03T17:32:35,         22.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:35,2013/08/03T17:32:36,         10.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:36,2013/08/03T17:32:36,         12.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:37,2013/08/03T17:32:37,         13.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:38,2013/08/03T17:32:38,          4.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:39,2013/08/03T17:32:39,          8.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:48,2013/08/03T17:32:48,          6.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:32:58,2013/08/03T17:32:58,          4.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:33:03,2013/08/03T17:33:03,          8.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:33:03,2013/08/03T17:33:33,          0.233,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:33:28,2013/08/03T17:33:28,          5.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:33:39,2013/08/03T17:33:39,          6.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:33:51,2013/08/03T17:33:51,         12.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:34:02,2013/08/03T17:34:02,         12.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:34:12,2013/08/03T17:34:13,          4.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:34:18,2013/08/03T17:34:18,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:34:21,2013/08/03T17:34:21,          9.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:34:31,2013/08/03T17:34:32,          8.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:34:33,2013/08/03T17:34:33,         14.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:35:01,2013/08/03T17:35:01,          9.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:35:03,2013/08/03T17:35:03,          3.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T17:35:10,2013/08/03T17:35:12,          5.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:39,2013/08/03T21:36:39,          7.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:40,2013/08/03T21:36:40,          7.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:41,2013/08/03T21:36:41,         12.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:42,2013/08/03T21:36:42,         11.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:44,2013/08/03T21:36:44,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:45,2013/08/03T21:36:45,          3.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:46,2013/08/03T21:36:46,          8.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:47,2013/08/03T21:36:47,          6.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:48,2013/08/03T21:36:48,         20.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:48,2013/08/03T21:36:49,          9.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:49,2013/08/03T21:36:49,         41.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:50,2013/08/03T21:36:50,         18.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:51,2013/08/03T21:36:51,         20.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:52,2013/08/03T21:36:52,         21.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:53,2013/08/03T21:36:53,         11.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:54,2013/08/03T21:36:54,         13.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:55,2013/08/03T21:36:55,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:56,2013/08/03T21:36:56,         11.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:57,2013/08/03T21:36:57,         21.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:58,2013/08/03T21:36:58,          8.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:36:59,2013/08/03T21:36:59,          9.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:00,2013/08/03T21:37:00,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:01,2013/08/03T21:37:01,         17.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:02,2013/08/03T21:37:02,          8.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:03,2013/08/03T21:37:03,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:04,2013/08/03T21:37:04,          5.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:05,2013/08/03T21:37:05,         12.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:06,2013/08/03T21:37:06,          2.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:07,2013/08/03T21:37:07,          9.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:08,2013/08/03T21:37:08,         10.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:09,2013/08/03T21:37:10,          6.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:10,2013/08/03T21:37:10,          2.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:11,2013/08/03T21:37:11,         14.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:13,2013/08/03T21:37:13,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:14,2013/08/03T21:37:14,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:15,2013/08/03T21:37:15,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:16,2013/08/03T21:37:16,         14.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:16,2013/08/03T21:37:17,          6.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:17,2013/08/03T21:37:17,         13.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:24,2013/08/03T21:37:24,         23.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:25,2013/08/03T21:37:25,         10.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:26,2013/08/03T21:37:26,         28.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:27,2013/08/03T21:37:27,          1.000,
                              10.5.14.2,                               10.5.1.2,2013/08/03T21:37:28,2013/08/03T21:37:28,         26.000,
