                               10.5.9.2,                              10.5.13.2,2013/08/04T19:21:13,2013/08/04T19:21:13,         17.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:21:31,2013/08/04T19:21:31,          3.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:21:37,2013/08/04T19:21:42,          0.200,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:21:40,2013/08/04T19:21:45,          6.600,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:21:42,2013/08/04T19:21:42,          6.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:22:00,2013/08/04T19:22:00,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:22:04,2013/08/04T19:22:04,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:22:28,2013/08/04T19:22:33,          4.200,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:22:31,2013/08/04T19:23:59,          0.023,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:22:37,2013/08/04T19:22:37,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T19:23:05,2013/08/04T19:23:14,          0.111,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:23,2013/08/04T18:24:26,         25.667,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:23,2013/08/04T18:24:27,         24.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:24,2013/08/04T18:24:35,          0.364,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:26,2013/08/04T18:24:26,         30.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:27,2013/08/04T18:24:27,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:32,2013/08/04T18:24:32,         21.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:33,2013/08/04T18:24:33,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:33,2013/08/04T18:25:29,          0.036,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:34,2013/08/04T18:24:49,          6.333,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:35,2013/08/04T18:24:49,          6.857,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:36,2013/08/04T18:24:49,          8.769,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:42,2013/08/04T18:24:42,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:45,2013/08/04T18:24:45,          9.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:51,2013/08/04T18:25:53,          0.065,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:52,2013/08/04T18:24:52,         10.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:56,2013/08/04T18:24:56,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:24:57,2013/08/04T18:25:11,          3.357,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:02,2013/08/04T18:25:09,         64.286,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:03,2013/08/04T18:25:03,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:05,2013/08/04T18:25:05,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:07,2013/08/04T18:25:17,          0.200,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:09,2013/08/04T18:25:09,          6.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:12,2013/08/04T18:25:12,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:13,2013/08/04T18:25:13,          4.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:15,2013/08/04T18:25:15,          3.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:19,2013/08/04T18:26:27,          0.059,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:20,2013/08/04T18:26:23,          0.857,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:21,2013/08/04T18:25:21,          6.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:21,2013/08/04T18:25:34,          8.308,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:21,2013/08/04T18:25:37,          0.563,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:24,2013/08/04T18:25:34,          0.300,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:29,2013/08/04T18:25:29,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:29,2013/08/04T18:25:33,         35.500,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:31,2013/08/04T18:25:31,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:32,2013/08/04T18:25:32,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:35,2013/08/04T18:25:36,         10.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:37,2013/08/04T18:26:34,          0.035,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:40,2013/08/04T18:26:34,          0.074,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:43,2013/08/04T18:26:13,          0.500,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:43,2013/08/04T18:26:18,          0.200,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:44,2013/08/04T18:27:24,          0.100,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:45,2013/08/04T18:25:45,          5.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:47,2013/08/04T18:25:47,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:50,2013/08/04T18:25:50,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:25:53,2013/08/04T18:25:53,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:05,2013/08/04T18:26:12,          0.857,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:05,2013/08/04T18:26:24,          0.386,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:07,2013/08/04T18:26:07,          7.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:13,2013/08/04T18:26:13,         19.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:23,2013/08/04T18:26:49,          0.077,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:25,2013/08/04T18:26:25,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:27,2013/08/04T18:26:27,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:28,2013/08/04T18:26:33,          0.400,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:32,2013/08/04T18:26:32,          4.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:34,2013/08/04T18:26:34,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:45,2013/08/04T18:26:45,          6.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:46,2013/08/04T18:26:46,          5.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:26:50,2013/08/04T18:26:53,          1.222,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:12,2013/08/04T18:27:27,          7.200,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:12,2013/08/04T18:27:44,          1.375,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:13,2013/08/04T18:27:13,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:13,2013/08/04T18:27:27,          3.143,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:13,2013/08/04T18:27:29,          0.500,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:14,2013/08/04T18:27:24,          0.300,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:15,2013/08/04T18:28:12,          0.035,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:25,2013/08/04T18:27:35,          0.300,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:27,2013/08/04T18:28:31,          0.063,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:33,2013/08/04T18:27:33,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:35,2013/08/04T18:27:49,          6.536,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:40,2013/08/04T18:27:45,         42.800,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:43,2013/08/04T18:27:43,          9.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:43,2013/08/04T18:27:44,          5.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:44,2013/08/04T18:27:44,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:48,2013/08/04T18:27:48,         11.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:50,2013/08/04T18:28:00,          0.300,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:27:51,2013/08/04T18:27:51,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:00,2013/08/04T18:28:00,         42.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:00,2013/08/04T18:28:10,          0.300,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:00,2013/08/04T18:28:11,          5.818,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:00,2013/08/04T18:28:15,          3.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:01,2013/08/04T18:28:11,          7.100,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:02,2013/08/04T18:28:04,         13.500,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:02,2013/08/04T18:28:09,         68.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:02,2013/08/04T18:28:12,          0.300,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:04,2013/08/04T18:28:04,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:05,2013/08/04T18:28:11,          7.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:12,2013/08/04T18:28:12,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:15,2013/08/04T18:28:15,          1.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:15,2013/08/04T18:28:16,         35.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:17,2013/08/04T18:28:22,         42.600,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:19,2013/08/04T18:29:10,          0.078,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:20,2013/08/04T18:28:20,          2.000,
                               10.5.9.2,                              10.5.13.2,2013/08/04T18:28:20,2013/08/04T18:28:34,          7.286,
