                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:12,2013/08/04T17:14:13,         11.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:12,2013/08/04T17:14:19,          0.857,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:12,2013/08/04T17:14:47,          0.238,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:12,2013/08/04T17:14:48,          0.222,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:18,2013/08/04T17:14:30,         10.250,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:19,2013/08/04T17:14:37,         12.278,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:22,2013/08/04T17:14:22,         15.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:22,2013/08/04T17:14:33,          4.636,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:24,2013/08/04T17:14:24,         12.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:25,2013/08/04T17:14:25,          1.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:25,2013/08/04T17:14:31,          7.167,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:25,2013/08/04T17:14:57,          1.219,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:26,2013/08/04T17:14:28,         23.500,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:28,2013/08/04T17:14:38,          5.100,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:29,2013/08/04T17:14:31,          4.500,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:29,2013/08/04T17:15:01,          1.031,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:31,2013/08/04T17:14:32,          8.500,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:32,2013/08/04T17:14:33,          7.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:34,2013/08/04T17:14:41,          0.857,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:34,2013/08/04T17:14:43,          5.667,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:36,2013/08/04T17:14:38,         24.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:38,2013/08/04T17:14:48,          4.700,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:39,2013/08/04T17:15:05,          2.115,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:40,2013/08/04T17:14:42,          7.500,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:40,2013/08/04T17:14:51,          0.364,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:42,2013/08/04T17:14:49,          7.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:45,2013/08/04T17:14:55,          4.900,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:47,2013/08/04T17:14:54,          7.286,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:47,2013/08/04T17:14:58,          4.545,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:51,2013/08/04T17:14:57,          8.333,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:53,2013/08/04T17:15:00,          3.857,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:55,2013/08/04T17:15:04,          5.778,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:58,2013/08/04T17:15:04,          0.833,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:58,2013/08/04T17:15:11,          3.923,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:59,2013/08/04T17:15:09,          4.900,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:14:59,2013/08/04T17:15:31,          1.531,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:02,2013/08/04T17:15:04,          4.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:04,2013/08/04T17:15:13,          5.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:04,2013/08/04T17:15:16,          0.333,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:05,2013/08/04T17:15:06,          6.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:07,2013/08/04T17:15:07,         11.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:07,2013/08/04T17:15:17,          4.500,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:08,2013/08/04T17:15:16,          6.250,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:10,2013/08/04T17:15:11,         12.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:10,2013/08/04T17:15:19,          5.444,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:13,2013/08/04T17:15:20,          7.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:15,2013/08/04T17:16:14,          0.847,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:16,2013/08/04T17:15:16,         13.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:19,2013/08/04T17:15:26,          0.786,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:23,2013/08/04T17:15:23,          8.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:23,2013/08/04T17:15:24,          9.000,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:23,2013/08/04T17:15:25,         12.250,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:25,2013/08/04T17:15:55,         11.600,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:26,2013/08/04T17:15:32,          3.833,
                              10.5.12.2,                              10.5.11.2,2013/08/04T17:15:28,2013/08/04T17:16:03,          1.429,
