                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:14,2013/08/04T19:54:51,          0.514,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:14,2013/08/04T19:56:11,          4.910,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:15,2013/08/04T19:54:18,          1.333,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:17,2013/08/04T19:54:17,         17.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:17,2013/08/04T19:54:27,          0.500,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:18,2013/08/04T19:54:18,          2.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:18,2013/08/04T19:54:23,          0.400,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:18,2013/08/04T19:54:28,          0.600,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:18,2013/08/04T19:54:29,          0.727,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:19,2013/08/04T19:56:11,          6.402,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:21,2013/08/04T19:54:22,         15.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:24,2013/08/04T19:54:25,          9.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:25,2013/08/04T19:54:25,          2.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:25,2013/08/04T19:54:26,         10.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:25,2013/08/04T19:56:11,          3.151,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:26,2013/08/04T19:54:26,          1.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:27,2013/08/04T19:54:28,         10.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:28,2013/08/04T19:54:28,          1.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:28,2013/08/04T19:54:37,         10.889,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:28,2013/08/04T19:54:38,          0.600,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:30,2013/08/04T19:54:30,          1.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:30,2013/08/04T19:54:31,         11.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:32,2013/08/04T19:54:33,          9.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:33,2013/08/04T19:54:34,         10.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:34,2013/08/04T19:54:34,          1.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:34,2013/08/04T19:55:34,          0.350,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:35,2013/08/04T19:54:36,         11.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:35,2013/08/04T19:54:38,          3.000,
                              10.5.17.2,                               10.5.9.2,2013/08/04T19:54:35,2013/08/04T19:55:36,          0.328,
