                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:18,2013/08/03T23:32:18,          5.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:20,2013/08/03T23:32:20,         16.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:21,2013/08/03T23:32:27,          1.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:23,2013/08/03T23:32:23,          8.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:24,2013/08/03T23:32:24,         18.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:25,2013/08/03T23:32:25,         20.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:25,2013/08/03T23:32:31,          1.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:29,2013/08/03T23:32:29,          5.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:33,2013/08/03T23:32:33,         21.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:34,2013/08/03T23:32:35,          2.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:35,2013/08/03T23:32:36,          3.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:36,2013/08/03T23:32:36,          2.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:38,2013/08/03T23:32:39,          3.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:39,2013/08/03T23:32:39,          7.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:40,2013/08/03T23:32:40,          5.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:45,2013/08/03T23:32:46,          4.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:47,2013/08/03T23:32:47,          4.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:48,2013/08/03T23:32:48,          8.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:49,2013/08/03T23:32:55,          1.333,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:52,2013/08/03T23:32:52,         14.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:32:54,2013/08/03T23:32:54,          5.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:00,2013/08/03T23:33:00,          3.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:01,2013/08/03T23:33:01,         16.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:03,2013/08/03T23:33:03,          3.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:08,2013/08/03T23:33:09,          3.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:08,2013/08/03T23:33:14,          1.167,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:09,2013/08/03T23:33:09,          2.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:10,2013/08/03T23:33:10,          5.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:11,2013/08/03T23:33:11,          9.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:17,2013/08/03T23:33:17,         11.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:24,2013/08/03T23:33:25,         14.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:24,2013/08/03T23:33:30,          2.333,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:25,2013/08/03T23:33:25,          9.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:27,2013/08/03T23:33:27,         26.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:29,2013/08/03T23:33:35,          1.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:31,2013/08/03T23:33:31,          6.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:33,2013/08/03T23:33:33,         13.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:34,2013/08/03T23:33:34,          3.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:36,2013/08/03T23:33:36,         12.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:42,2013/08/03T23:33:42,          1.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:42,2013/08/03T23:33:47,          1.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:44,2013/08/03T23:37:15,         12.564,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:44,2013/08/03T23:37:17,          5.690,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:45,2013/08/03T23:36:49,          5.484,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:45,2013/08/03T23:37:17,          7.675,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:46,2013/08/03T23:33:47,          6.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:47,2013/08/03T23:33:53,          1.167,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:49,2013/08/03T23:33:50,          3.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:50,2013/08/03T23:33:50,          1.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:53,2013/08/03T23:33:59,          1.167,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:55,2013/08/03T23:33:56,          2.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:56,2013/08/03T23:33:56,          2.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:56,2013/08/03T23:33:57,         16.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:57,2013/08/03T23:33:57,         17.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:33:57,2013/08/03T23:34:03,          1.167,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:34:05,2013/08/03T23:34:05,          9.000,
                               10.5.9.2,                              10.5.17.2,2013/08/03T23:34:09,2013/08/03T23:34:09,          8.000,
