                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:11,2013/08/03T19:21:11,          6.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:11,2013/08/03T19:21:12,         46.667,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:12,2013/08/03T19:21:12,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:12,2013/08/03T19:21:13,         46.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:12,2013/08/03T19:21:14,         22.750,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:12,2013/08/03T19:21:41,          0.034,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:13,2013/08/03T19:21:13,         96.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:13,2013/08/03T19:21:15,         25.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:14,2013/08/03T19:21:14,          1.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:14,2013/08/03T19:21:15,         27.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:15,2013/08/03T19:21:15,         51.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:15,2013/08/03T19:21:17,         26.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:16,2013/08/03T19:21:16,         97.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:16,2013/08/03T19:21:17,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:17,2013/08/03T19:21:17,         48.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:17,2013/08/03T19:21:18,         48.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:18,2013/08/03T19:21:18,         48.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:18,2013/08/03T19:21:19,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:19,2013/08/03T19:21:19,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:20,2013/08/03T19:21:20,         94.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:20,2013/08/03T19:21:21,         51.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:21,2013/08/03T19:21:22,         53.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:21,2013/08/03T19:21:23,         22.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:22,2013/08/03T19:21:22,        140.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:22,2013/08/03T19:21:27,          1.800,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:24,2013/08/03T19:21:25,         52.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:25,2013/08/03T19:21:26,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:26,2013/08/03T19:21:26,          2.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:26,2013/08/03T19:21:27,         51.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:27,2013/08/03T19:21:27,          1.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:28,2013/08/03T19:21:29,         49.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:28,2013/08/03T19:21:30,         17.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:29,2013/08/03T19:21:29,         35.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:30,2013/08/03T19:21:30,        262.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:30,2013/08/03T19:21:31,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:31,2013/08/03T19:21:31,         55.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:32,2013/08/03T19:21:32,        194.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:32,2013/08/03T19:21:33,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:33,2013/08/03T19:21:33,          1.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:33,2013/08/03T19:21:34,         50.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:34,2013/08/03T19:21:35,         50.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:34,2013/08/03T19:21:36,         27.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:35,2013/08/03T19:21:35,          6.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:35,2013/08/03T19:21:36,         50.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:35,2013/08/03T19:21:37,         24.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:36,2013/08/03T19:21:36,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:36,2013/08/03T19:21:37,         52.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:37,2013/08/03T19:21:38,         51.667,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:37,2013/08/03T19:21:39,         24.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:38,2013/08/03T19:21:38,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:38,2013/08/03T19:21:39,         59.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:39,2013/08/03T19:21:39,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:39,2013/08/03T19:21:40,         48.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:40,2013/08/03T19:21:41,         20.333,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:40,2013/08/03T19:21:42,         27.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:53,2013/08/03T19:21:54,         35.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:54,2013/08/03T19:21:54,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:56,2013/08/03T19:21:57,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:57,2013/08/03T19:21:57,          3.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:57,2013/08/03T19:21:58,         46.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:21:58,2013/08/03T19:21:58,          4.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:03,2013/08/03T19:22:04,         45.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:03,2013/08/03T19:22:05,         25.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:04,2013/08/03T19:22:04,         45.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:04,2013/08/03T19:22:05,         50.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:05,2013/08/03T19:22:05,          3.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:05,2013/08/03T19:22:06,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:06,2013/08/03T19:22:06,          1.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:06,2013/08/03T19:22:07,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:07,2013/08/03T19:22:07,          1.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:08,2013/08/03T19:22:08,          6.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:12,2013/08/03T19:22:12,        144.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:13,2013/08/03T19:22:13,          8.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:13,2013/08/03T19:22:14,         48.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:14,2013/08/03T19:22:15,         46.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:14,2013/08/03T19:22:16,         25.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:15,2013/08/03T19:22:16,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:15,2013/08/03T19:22:17,         28.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:18,2013/08/03T19:22:18,          4.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:19,2013/08/03T19:22:19,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:19,2013/08/03T19:22:20,         48.600,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:19,2013/08/03T19:22:21,         26.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:20,2013/08/03T19:22:20,         98.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:20,2013/08/03T19:22:21,         49.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:21,2013/08/03T19:22:21,         48.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:21,2013/08/03T19:22:22,         50.500,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:22,2013/08/03T19:22:22,          7.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:22,2013/08/03T19:22:23,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:23,2013/08/03T19:22:24,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:24,2013/08/03T19:22:25,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:25,2013/08/03T19:22:26,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:25,2013/08/03T19:22:27,         23.750,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:27,2013/08/03T19:22:28,         47.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:28,2013/08/03T19:22:28,         45.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:32,2013/08/03T19:22:32,         36.000,
                               10.5.1.2,                              10.5.15.2,2013/08/03T19:22:34,2013/08/03T19:22:34,          1.000,
