                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:12,2013/08/04T17:34:37,          0.200,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:13,2013/08/04T17:34:13,          1.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:14,2013/08/04T17:34:48,          0.118,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:14,2013/08/04T17:35:02,          0.104,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:15,2013/08/04T17:34:15,          2.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:16,2013/08/04T17:34:17,          7.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:16,2013/08/04T17:34:46,          0.167,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:17,2013/08/04T17:34:18,          9.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:19,2013/08/04T17:34:19,          2.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:19,2013/08/04T17:34:20,         16.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:20,2013/08/04T17:35:11,          0.098,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:22,2013/08/04T17:34:22,          2.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:22,2013/08/04T17:35:02,          0.125,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:23,2013/08/04T17:34:23,          2.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:27,2013/08/04T17:34:38,          0.364,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:28,2013/08/04T17:34:28,          7.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:28,2013/08/04T17:35:00,          0.156,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:30,2013/08/04T17:34:37,          2.857,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:32,2013/08/04T17:34:32,        116.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:33,2013/08/04T17:34:34,          8.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:33,2013/08/04T17:34:59,          0.192,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:33,2013/08/04T17:35:18,          0.111,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:35,2013/08/04T17:34:57,          0.227,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:35,2013/08/04T17:35:20,          0.111,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:36,2013/08/04T17:35:12,          0.111,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:37,2013/08/04T17:34:37,          1.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:39,2013/08/04T17:34:39,         17.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:41,2013/08/04T17:34:41,          2.000,
                               10.5.2.2,                              10.5.18.2,2013/08/04T17:34:41,2013/08/04T17:34:50,         12.681,
