                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:12,2013/08/04T17:34:12,         57.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:12,2013/08/04T17:39:12,        178.910,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:14,2013/08/04T17:34:14,          2.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:14,2013/08/04T17:34:42,          0.179,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:14,2013/08/04T17:35:03,          0.102,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:15,2013/08/04T17:34:17,        386.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:17,2013/08/04T17:34:17,          5.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:17,2013/08/04T17:34:40,          0.217,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:19,2013/08/04T17:34:20,          9.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:20,2013/08/04T17:34:21,          1.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:20,2013/08/04T17:34:40,          2.438,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:20,2013/08/04T17:34:58,          0.132,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:21,2013/08/04T17:34:42,          0.190,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:21,2013/08/04T17:34:51,          8.767,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:26,2013/08/04T17:34:26,        406.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:27,2013/08/04T17:34:27,          2.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:31,2013/08/04T17:35:09,          0.132,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:31,2013/08/04T17:35:14,          0.116,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:39,2013/08/04T17:34:39,          3.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:40,2013/08/04T17:34:52,          0.167,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:40,2013/08/04T17:35:04,          0.167,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:40,2013/08/04T17:35:16,          0.139,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:41,2013/08/04T17:34:41,          4.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:41,2013/08/04T17:35:01,          0.100,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:42,2013/08/04T17:34:43,        152.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:42,2013/08/04T17:34:46,         31.250,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:43,2013/08/04T17:34:46,         37.667,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:44,2013/08/04T17:35:16,          0.125,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:45,2013/08/04T17:35:15,          0.133,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:48,2013/08/04T17:34:51,          0.667,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:48,2013/08/04T17:35:29,          0.122,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:49,2013/08/04T17:34:49,          4.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:50,2013/08/04T17:34:51,          7.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:51,2013/08/04T17:34:51,          1.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:51,2013/08/04T17:35:43,          0.096,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:52,2013/08/04T17:34:52,         10.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:56,2013/08/04T17:34:56,          1.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:57,2013/08/04T17:34:57,          1.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:57,2013/08/04T17:35:35,          0.105,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:58,2013/08/04T17:34:58,          1.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:59,2013/08/04T17:34:59,         25.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:34:59,2013/08/04T17:35:38,          0.128,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:00,2013/08/04T17:35:00,          5.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:01,2013/08/04T17:35:01,          7.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:02,2013/08/04T17:35:05,         37.667,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:03,2013/08/04T17:35:03,          1.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:03,2013/08/04T17:35:04,          3.000,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:04,2013/08/04T17:35:09,         12.600,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:04,2013/08/04T17:35:14,          9.300,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:04,2013/08/04T17:35:21,          0.559,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:04,2013/08/04T17:35:22,          1.833,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:04,2013/08/04T17:35:23,          4.368,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:04,2013/08/04T17:35:28,          0.292,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:08,2013/08/04T17:35:28,          0.250,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:08,2013/08/04T17:35:44,          0.111,
                               10.5.3.2,                              10.5.17.2,2013/08/04T17:35:09,2013/08/04T17:35:09,          4.000,
