                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:12,2013/08/04T17:34:12,          2.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:12,2013/08/04T17:34:17,          3.400,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:12,2013/08/04T17:34:42,          0.100,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:12,2013/08/04T17:39:12,        173.507,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:14,2013/08/04T17:34:14,         15.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:15,2013/08/04T17:34:15,          2.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:16,2013/08/04T17:34:26,          0.200,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:16,2013/08/04T17:34:40,          0.167,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:17,2013/08/04T17:34:17,          7.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:19,2013/08/04T17:35:11,          0.096,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:20,2013/08/04T17:34:20,          4.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:20,2013/08/04T17:34:40,          2.917,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:22,2013/08/04T17:34:23,         58.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:22,2013/08/04T17:34:52,          0.133,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:26,2013/08/04T17:34:26,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:26,2013/08/04T17:34:49,          0.217,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:27,2013/08/04T17:34:28,          5.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:27,2013/08/04T17:35:09,          0.119,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:28,2013/08/04T17:34:59,          0.129,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:30,2013/08/04T17:34:56,          0.154,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:31,2013/08/04T17:34:41,          0.200,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:37,2013/08/04T17:34:59,          0.182,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:38,2013/08/04T17:34:38,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:38,2013/08/04T17:35:03,          0.080,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:39,2013/08/04T17:34:39,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:39,2013/08/04T17:35:35,          0.089,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:40,2013/08/04T17:34:40,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:41,2013/08/04T17:34:41,          2.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:41,2013/08/04T17:35:03,          0.182,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:42,2013/08/04T17:34:58,          6.563,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:42,2013/08/04T17:35:06,          0.208,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:42,2013/08/04T17:35:14,          0.156,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:43,2013/08/04T17:34:53,          3.500,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:43,2013/08/04T17:35:03,          0.250,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:45,2013/08/04T17:35:12,          0.148,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:48,2013/08/04T17:35:04,          0.125,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:49,2013/08/04T17:35:20,          0.129,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:49,2013/08/04T17:35:38,          0.102,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:50,2013/08/04T17:34:52,        386.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:51,2013/08/04T17:35:18,          0.148,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:52,2013/08/04T17:35:17,          0.160,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:53,2013/08/04T17:35:36,          0.116,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:55,2013/08/04T17:35:01,          0.333,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:57,2013/08/04T17:35:39,          0.119,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:58,2013/08/04T17:35:27,          0.138,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:59,2013/08/04T17:34:59,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:34:59,2013/08/04T17:35:22,          0.174,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:00,2013/08/04T17:35:00,          3.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:01,2013/08/04T17:35:01,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:03,2013/08/04T17:35:03,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:03,2013/08/04T17:35:25,          0.136,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:04,2013/08/04T17:35:04,          4.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:07,2013/08/04T17:35:07,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:09,2013/08/04T17:35:09,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:11,2013/08/04T17:35:11,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:15,2013/08/04T17:35:15,         16.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:15,2013/08/04T17:35:45,          0.133,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:15,2013/08/04T17:35:50,          0.114,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:17,2013/08/04T17:35:44,          0.111,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:20,2013/08/04T17:35:20,          8.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:20,2013/08/04T17:35:42,          0.136,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:21,2013/08/04T17:35:21,          2.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:27,2013/08/04T17:35:27,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:27,2013/08/04T17:35:47,          3.900,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:28,2013/08/04T17:35:29,          2.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:28,2013/08/04T17:35:47,          2.842,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:30,2013/08/04T17:35:30,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:33,2013/08/04T17:35:33,          3.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:35,2013/08/04T17:35:35,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:36,2013/08/04T17:35:36,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:36,2013/08/04T17:36:06,          0.033,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:37,2013/08/04T17:35:37,          5.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:38,2013/08/04T17:35:38,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:39,2013/08/04T17:35:39,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:41,2013/08/04T17:36:06,          0.080,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:42,2013/08/04T17:35:42,          2.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:43,2013/08/04T17:35:43,          2.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:48,2013/08/04T17:36:26,          0.105,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:49,2013/08/04T17:36:09,          2.925,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:50,2013/08/04T17:35:50,         12.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:35:50,2013/08/04T17:36:09,          0.842,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:06,2013/08/04T17:36:06,         13.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:07,2013/08/04T17:36:07,         30.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:07,2013/08/04T17:36:51,          0.091,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:22,2013/08/04T17:36:22,         13.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:23,2013/08/04T17:36:23,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:24,2013/08/04T17:36:27,        262.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:25,2013/08/04T17:36:25,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:26,2013/08/04T17:36:26,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:27,2013/08/04T17:36:27,          1.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:28,2013/08/04T17:36:28,         11.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:28,2013/08/04T17:37:12,          0.114,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:31,2013/08/04T17:36:31,          4.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:34,2013/08/04T17:36:54,          3.950,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:35,2013/08/04T17:36:35,          3.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:35,2013/08/04T17:36:54,          0.158,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:35,2013/08/04T17:36:59,          0.125,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:39,2013/08/04T17:37:02,          0.087,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:41,2013/08/04T17:37:13,          0.125,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:42,2013/08/04T17:36:47,          0.600,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:43,2013/08/04T17:36:43,          5.000,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:43,2013/08/04T17:37:03,          0.100,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:44,2013/08/04T17:36:58,          0.143,
                               10.5.3.2,                               10.5.1.2,2013/08/04T17:36:46,2013/08/04T17:37:27,          0.122,
