                               10.5.4.2,                               10.5.6.2,2013/08/04T19:14:43,2013/08/04T19:14:46,          6.333,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:14:43,2013/08/04T19:14:52,          7.889,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:14:44,2013/08/04T19:14:52,          9.125,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:14:53,2013/08/04T19:15:14,          4.333,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:14:59,2013/08/04T19:15:01,        313.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:01,2013/08/04T19:15:01,          3.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:02,2013/08/04T19:15:02,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:10,2013/08/04T19:15:13,         70.667,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:15,2013/08/04T19:15:17,        310.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:17,2013/08/04T19:15:45,          7.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:18,2013/08/04T19:15:18,         13.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:18,2013/08/04T19:15:20,         82.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:22,2013/08/04T19:15:50,          1.393,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:31,2013/08/04T19:15:52,          6.143,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:43,2013/08/04T19:15:43,          6.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:50,2013/08/04T19:16:20,          4.367,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:50,2013/08/04T19:16:28,          3.342,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:15:53,2013/08/04T19:15:53,         35.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:06,2013/08/04T19:16:07,        104.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:08,2013/08/04T19:16:08,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:09,2013/08/04T19:16:42,          0.152,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:24,2013/08/04T19:16:52,         14.857,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:30,2013/08/04T19:17:00,          3.833,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:32,2013/08/04T19:16:32,         10.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:34,2013/08/04T19:16:36,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:45,2013/08/04T19:16:45,          5.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:51,2013/08/04T19:17:21,          5.600,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:16:58,2013/08/04T19:17:22,          7.792,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:18,2013/08/04T19:17:20,          2.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:18,2013/08/04T19:17:33,          3.933,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:18,2013/08/04T19:17:53,          2.971,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:20,2013/08/04T19:17:20,          4.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:21,2013/08/04T19:17:51,          5.233,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:25,2013/08/04T19:17:52,          7.074,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:25,2013/08/04T19:17:53,          3.839,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:25,2013/08/04T19:17:54,          2.759,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:28,2013/08/04T19:17:54,          6.423,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:29,2013/08/04T19:17:30,        466.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:33,2013/08/04T19:17:59,          4.462,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:34,2013/08/04T19:17:34,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:49,2013/08/04T19:18:17,          2.964,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:50,2013/08/04T19:17:52,        143.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:52,2013/08/04T19:18:22,          6.833,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:53,2013/08/04T19:18:23,          7.417,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:17:58,2013/08/04T19:18:23,          1.200,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:17,2013/08/04T19:18:19,        384.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:20,2013/08/04T19:18:49,          3.414,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:23,2013/08/04T19:18:55,          6.719,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:24,2013/08/04T19:18:54,          5.383,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:32,2013/08/04T19:18:49,          4.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:51,2013/08/04T19:18:51,         13.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:52,2013/08/04T19:18:53,         27.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:54,2013/08/04T19:19:24,          2.033,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:56,2013/08/04T19:19:15,          2.053,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:56,2013/08/04T19:19:24,          9.036,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:18:57,2013/08/04T19:18:57,          3.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:00,2013/08/04T19:19:02,          1.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:02,2013/08/04T19:19:02,          5.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:21,2013/08/04T19:19:31,          4.100,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:24,2013/08/04T19:19:24,         13.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:24,2013/08/04T19:19:40,          3.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:25,2013/08/04T19:19:25,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:29,2013/08/04T19:19:40,          3.455,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:29,2013/08/04T19:19:42,         11.231,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:30,2013/08/04T19:19:40,         13.200,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:31,2013/08/04T19:19:42,          9.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:34,2013/08/04T19:19:42,         11.250,
                               10.5.4.2,                               10.5.6.2,2013/08/04T19:19:36,2013/08/04T19:19:36,         13.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:51,2013/08/04T17:00:05,          0.357,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:52,2013/08/04T16:59:52,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:52,2013/08/04T16:59:55,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:52,2013/08/04T16:59:59,          0.571,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:52,2013/08/04T17:00:00,          0.375,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:52,2013/08/04T17:00:04,          0.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:52,2013/08/04T17:00:06,          0.357,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:52,2013/08/04T17:00:12,          0.350,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:54,2013/08/04T17:00:16,          0.227,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:54,2013/08/04T17:01:16,          0.037,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:55,2013/08/04T17:00:21,          0.115,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:55,2013/08/04T17:02:43,          0.018,
                               10.5.4.2,                               10.5.6.2,2013/08/04T16:59:56,2013/08/04T17:00:11,          0.333,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:01,2013/08/04T17:00:16,          0.467,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:02,2013/08/04T17:01:27,          0.082,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:03,2013/08/04T17:00:04,          5.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:03,2013/08/04T17:00:10,          0.857,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:04,2013/08/04T17:00:04,         10.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:09,2013/08/04T17:00:12,          1.667,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:09,2013/08/04T17:00:24,          0.267,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:12,2013/08/04T17:00:19,          0.571,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:15,2013/08/04T17:02:44,          0.074,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:17,2013/08/04T17:00:24,          0.571,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:17,2013/08/04T17:02:38,          0.043,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:21,2013/08/04T17:00:32,          0.455,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:23,2013/08/04T17:00:26,          6.667,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:23,2013/08/04T17:00:38,          0.267,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:24,2013/08/04T17:00:26,          4.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:26,2013/08/04T17:00:26,          2.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:26,2013/08/04T17:00:41,          0.400,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:27,2013/08/04T17:00:42,          0.367,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:28,2013/08/04T17:00:43,          0.400,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:28,2013/08/04T17:02:26,          0.042,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:32,2013/08/04T17:00:47,          0.267,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:37,2013/08/04T17:00:44,          0.857,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:38,2013/08/04T17:01:44,          0.091,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:40,2013/08/04T17:00:52,          0.417,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:42,2013/08/04T17:01:00,          0.167,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:42,2013/08/04T17:01:23,          0.317,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:45,2013/08/04T17:01:03,          0.167,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:46,2013/08/04T17:00:48,          2.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:46,2013/08/04T17:00:58,          0.333,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:46,2013/08/04T17:01:01,          0.467,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:48,2013/08/04T17:02:23,          0.053,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:48,2013/08/04T17:03:53,          0.076,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:52,2013/08/04T17:00:59,          0.714,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:54,2013/08/04T17:01:01,          0.571,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:54,2013/08/04T17:01:08,          0.286,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:56,2013/08/04T17:02:29,          0.054,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:00:57,2013/08/04T17:01:04,          0.714,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:01,2013/08/04T17:01:16,          0.400,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:03,2013/08/04T17:01:18,          0.533,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:08,2013/08/04T17:01:12,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:08,2013/08/04T17:01:23,          0.400,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:09,2013/08/04T17:02:20,          0.056,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:11,2013/08/04T17:01:23,          0.500,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:13,2013/08/04T17:01:25,          0.583,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:13,2013/08/04T17:03:26,          0.045,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:14,2013/08/04T17:01:16,          3.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:14,2013/08/04T17:01:25,          0.364,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:15,2013/08/04T17:01:20,          0.800,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:15,2013/08/04T17:01:25,          0.300,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:17,2013/08/04T17:01:22,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:17,2013/08/04T17:01:24,          0.714,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:18,2013/08/04T17:01:27,          0.556,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:18,2013/08/04T17:01:28,          0.300,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:19,2013/08/04T17:01:20,         47.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:20,2013/08/04T17:01:20,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:22,2013/08/04T17:01:23,         47.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:23,2013/08/04T17:01:23,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:24,2013/08/04T17:01:25,         47.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:25,2013/08/04T17:01:25,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:25,2013/08/04T17:01:56,          0.194,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:26,2013/08/04T17:01:57,          0.097,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:27,2013/08/04T17:01:58,          0.097,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:29,2013/08/04T17:01:30,         47.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:30,2013/08/04T17:01:30,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:32,2013/08/04T17:01:32,         16.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:32,2013/08/04T17:01:33,         50.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:32,2013/08/04T17:01:34,         24.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:34,2013/08/04T17:01:34,         51.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:36,2013/08/04T17:01:37,         49.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:37,2013/08/04T17:01:37,          3.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:37,2013/08/04T17:01:43,          8.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:38,2013/08/04T17:01:39,          4.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:40,2013/08/04T17:01:41,         49.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:42,2013/08/04T17:01:45,         16.667,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:43,2013/08/04T17:01:43,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:44,2013/08/04T17:01:53,          0.667,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:45,2013/08/04T17:01:45,          1.000,
                               10.5.4.2,                               10.5.6.2,2013/08/04T17:01:47,2013/08/04T17:01:54,          0.857,
