                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:12,2013/08/03T19:46:12,         11.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:13,2013/08/03T19:46:13,         12.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:14,2013/08/03T19:46:14,         22.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:15,2013/08/03T19:46:15,         44.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:16,2013/08/03T19:46:17,         10.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:17,2013/08/03T19:46:17,         22.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:17,2013/08/03T19:46:18,         11.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:18,2013/08/03T19:46:18,         13.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:18,2013/08/03T19:46:19,         10.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:19,2013/08/03T19:46:19,          1.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:20,2013/08/03T19:46:20,         13.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:30,2013/08/03T19:46:30,         32.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:31,2013/08/03T19:46:32,         11.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:31,2013/08/03T19:46:33,          5.500,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:32,2013/08/03T19:46:32,          1.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:32,2013/08/03T19:46:33,          6.500,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:33,2013/08/03T19:46:33,         59.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:33,2013/08/03T19:46:34,          2.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:39,2013/08/03T19:46:39,          7.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:51,2013/08/03T19:46:51,         20.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:52,2013/08/03T19:46:52,         22.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:52,2013/08/03T19:46:53,         11.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:53,2013/08/03T19:46:53,         35.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:54,2013/08/03T19:46:54,          2.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:55,2013/08/03T19:46:56,         10.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:56,2013/08/03T19:46:56,         12.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:57,2013/08/03T19:46:57,         33.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:57,2013/08/03T19:46:58,         10.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:58,2013/08/03T19:46:58,         38.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:46:59,2013/08/03T19:46:59,         31.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:00,2013/08/03T19:47:00,         54.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:01,2013/08/03T19:47:01,         23.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:05,2013/08/03T19:47:05,          7.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:08,2013/08/03T19:47:09,         10.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:09,2013/08/03T19:47:09,         56.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:09,2013/08/03T19:47:10,         11.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:10,2013/08/03T19:47:10,         36.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:11,2013/08/03T19:47:11,         23.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:11,2013/08/03T19:47:13,          5.500,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:12,2013/08/03T19:47:12,         76.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:13,2013/08/03T19:47:13,          1.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:14,2013/08/03T19:47:14,         22.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:15,2013/08/03T19:47:15,         23.000,
                              10.5.11.2,                              10.5.16.2,2013/08/03T19:47:16,2013/08/03T19:47:16,          9.000,
