                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:13,2013/08/03T19:46:13,         22.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:13,2013/08/03T19:46:14,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:14,2013/08/03T19:46:14,         13.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:15,2013/08/03T19:46:15,         49.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:16,2013/08/03T19:46:16,         22.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:17,2013/08/03T19:46:17,         25.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:18,2013/08/03T19:46:18,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:27,2013/08/03T19:46:27,          6.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:30,2013/08/03T19:46:30,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:33,2013/08/03T19:46:33,         34.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:38,2013/08/03T19:46:38,         10.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:49,2013/08/03T19:46:49,         10.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:50,2013/08/03T19:46:50,         56.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:51,2013/08/03T19:46:51,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:51,2013/08/03T19:46:52,         10.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:52,2013/08/03T19:46:52,         23.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:55,2013/08/03T19:46:55,         22.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:55,2013/08/03T19:46:56,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:56,2013/08/03T19:46:56,         24.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:57,2013/08/03T19:46:57,         33.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:57,2013/08/03T19:46:58,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:58,2013/08/03T19:46:58,         21.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:46:59,2013/08/03T19:46:59,         27.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:00,2013/08/03T19:47:00,         31.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:01,2013/08/03T19:47:01,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:03,2013/08/03T19:47:37,          0.294,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:08,2013/08/03T19:47:08,         18.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:08,2013/08/03T19:47:09,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:09,2013/08/03T19:47:09,         37.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:10,2013/08/03T19:47:10,         22.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:10,2013/08/03T19:47:11,         10.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:11,2013/08/03T19:47:11,         34.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:12,2013/08/03T19:47:12,         22.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:13,2013/08/03T19:47:14,          9.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:14,2013/08/03T19:47:14,         53.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:15,2013/08/03T19:47:15,         40.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:16,2013/08/03T19:47:16,         61.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:16,2013/08/03T19:47:17,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:17,2013/08/03T19:47:17,         45.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:18,2013/08/03T19:47:18,         43.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:18,2013/08/03T19:47:19,         10.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:19,2013/08/03T19:47:19,         10.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:21,2013/08/03T19:47:21,         16.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:23,2013/08/03T19:47:23,         20.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:23,2013/08/03T19:47:24,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:24,2013/08/03T19:47:24,         10.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:25,2013/08/03T19:47:25,          5.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:33,2013/08/03T19:47:33,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:35,2013/08/03T19:47:35,         22.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:36,2013/08/03T19:47:36,         22.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:37,2013/08/03T19:47:37,         27.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:37,2013/08/03T19:47:38,         10.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:38,2013/08/03T19:47:38,         35.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:39,2013/08/03T19:47:39,         20.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:40,2013/08/03T19:47:40,         78.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:41,2013/08/03T19:47:41,         55.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:41,2013/08/03T19:47:42,         11.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:42,2013/08/03T19:47:42,         33.000,
                              10.5.11.2,                              10.5.20.2,2013/08/03T19:47:44,2013/08/03T19:47:44,         11.000,
