0,1020093,
2560,0,
2050,0,
1540,0,
1030,0,
520,14,
10,48279,
2060,0,
1550,0,
1040,0,
530,15,
20,14262,
2990,0,
2070,0,
1560,0,
2820,0,
1050,0,
540,8,
2650,0,
30,11174,
2080,0,
1570,0,
1060,0,
550,21,
40,64432,
2090,0,
1580,0,
1070,0,
560,13,
50,21477,
2100,0,
2910,0,
1590,0,
1080,0,
2740,0,
570,10,
60,1673,
2570,0,
2110,0,
1600,0,
1090,0,
580,13,
70,192,
2120,0,
1610,0,
1100,1,
590,16,
80,62,
2130,0,
1620,0,
2830,0,
1110,0,
600,12,
2660,0,
90,79,
2140,0,
1630,0,
1120,0,
610,11,
100,13,
2150,0,
1640,0,
1130,1,
620,7,
110,7,
2160,0,
2920,0,
1650,0,
1140,0,
2750,0,
630,13,
120,12,
2580,0,
2170,0,
1660,0,
1150,1,
640,10,
130,23,
2180,0,
1670,0,
1160,0,
650,15,
140,136,
2190,0,
1680,0,
2840,0,
1170,0,
660,7,
2670,0,
150,254,
2200,0,
1690,0,
1180,0,
670,10,
160,475,
2210,0,
1700,0,
1190,0,
680,7,
170,133,
2220,0,
2930,0,
1710,0,
1200,1,
2760,0,
690,5,
180,63,
2590,0,
2230,0,
1720,1,
1210,1,
700,4,
190,61,
2240,0,
1730,0,
1220,0,
710,3,
200,33,
2250,0,
1740,0,
2850,0,
1230,0,
720,3,
2680,0,
210,33,
2260,0,
1750,0,
1240,0,
730,4,
220,21,
2270,0,
1760,1,
1250,0,
740,6,
230,5,
2280,0,
2940,0,
1770,0,
1260,1,
2770,0,
750,2,
240,5,
2600,0,
2290,0,
1780,0,
1270,0,
760,3,
250,4,
2300,0,
1790,0,
1280,1,
770,0,
260,6,
2310,0,
1800,0,
2860,0,
1290,0,
780,1,
2690,0,
270,10,
2320,0,
1810,0,
1300,0,
790,1,
280,2,
2330,0,
1820,0,
1310,0,
800,1,
290,10,
2340,0,
2950,0,
1830,0,
1320,0,
2780,0,
810,1,
300,10,
2610,0,
2350,0,
1840,0,
1330,0,
820,0,
310,12,
2360,0,
1850,0,
1340,0,
830,0,
320,10,
2370,0,
1860,0,
2870,0,
1350,0,
840,4,
2700,0,
330,6,
2380,0,
1870,0,
1360,0,
850,0,
340,10,
2390,0,
1880,0,
1370,0,
860,0,
350,12,
2400,0,
2960,0,
1890,0,
1380,0,
2790,0,
870,1,
360,12,
2620,0,
2410,0,
1900,0,
1390,0,
880,0,
370,25,
2420,0,
1910,0,
1400,0,
890,0,
380,17,
2430,0,
1920,0,
2880,0,
1410,0,
900,1,
2710,0,
390,17,
2440,0,
1930,0,
1420,1,
910,2,
400,20,
2450,0,
1940,0,
1430,0,
920,1,
410,17,
2460,0,
2970,0,
1950,0,
1440,0,
2800,0,
930,0,
420,19,
2630,0,
2470,0,
1960,0,
1450,0,
940,1,
430,15,
2480,0,
1970,0,
1460,0,
950,0,
440,23,
2490,0,
1980,0,
2890,0,
1470,0,
960,0,
2720,0,
450,15,
2500,0,
1990,0,
1480,0,
970,0,
460,15,
2510,0,
2000,0,
1490,0,
980,0,
470,13,
2520,0,
2980,0,
2010,0,
1500,0,
2810,0,
990,0,
480,18,
2640,0,
2530,0,
2020,0,
1510,0,
1000,0,
490,20,
2540,0,
2030,0,
1520,0,
1010,0,
500,17,
2550,0,
2040,0,
2900,0,
1530,0,
1020,0,
2730,0,
510,13,
