0,919163,
2560,0,
2050,0,
1540,0,
1030,0,
520,4,
10,44331,
2060,0,
1550,0,
1040,1,
530,10,
20,26677,
2990,0,
2070,0,
1560,0,
2820,0,
1050,0,
540,12,
2650,0,
30,10438,
2080,0,
1570,0,
1060,0,
550,9,
40,59001,
2090,0,
1580,0,
1070,0,
560,9,
50,29809,
2100,0,
2910,0,
1590,0,
1080,0,
2740,0,
570,9,
60,27256,
2570,0,
2110,0,
1600,0,
1090,0,
580,10,
70,25166,
2120,0,
1610,0,
1100,0,
590,12,
80,6054,
2130,0,
1620,0,
2830,0,
1110,0,
600,8,
2660,0,
90,131,
2140,0,
1630,0,
1120,0,
610,6,
100,30,
2150,0,
1640,0,
1130,0,
620,9,
110,16,
2160,0,
2920,0,
1650,1,
1140,0,
2750,0,
630,4,
120,23,
2580,0,
2170,0,
1660,0,
1150,1,
640,10,
130,67,
2180,0,
1670,0,
1160,0,
650,6,
140,370,
2190,0,
1680,0,
2840,0,
1170,0,
660,5,
2670,0,
150,492,
2200,0,
1690,0,
1180,0,
670,3,
160,621,
2210,0,
1700,0,
1190,0,
680,7,
170,270,
2220,0,
2930,0,
1710,0,
1200,0,
2760,0,
690,7,
180,149,
2590,0,
2230,0,
1720,0,
1210,0,
700,2,
190,83,
2240,0,
1730,0,
1220,0,
710,2,
200,69,
2250,0,
1740,0,
2850,0,
1230,0,
720,1,
2680,0,
210,44,
2260,0,
1750,0,
1240,0,
730,0,
220,8,
2270,0,
1760,0,
1250,0,
740,1,
230,4,
2280,0,
2940,0,
1770,0,
1260,0,
2770,0,
750,1,
240,5,
2600,0,
2290,0,
1780,0,
1270,0,
760,0,
250,3,
2300,0,
1790,0,
1280,0,
770,3,
260,3,
2310,0,
1800,0,
2860,0,
1290,0,
780,0,
2690,0,
270,2,
2320,0,
1810,0,
1300,0,
790,0,
280,5,
2330,0,
1820,0,
1310,0,
800,1,
290,1,
2340,0,
2950,0,
1830,0,
1320,0,
2780,0,
810,0,
300,0,
2610,0,
2350,0,
1840,0,
1330,0,
820,1,
310,3,
2360,0,
1850,0,
1340,0,
830,1,
320,2,
2370,0,
1860,0,
2870,0,
1350,0,
840,0,
2700,0,
330,3,
2380,0,
1870,0,
1360,1,
850,2,
340,2,
2390,0,
1880,0,
1370,0,
860,0,
350,3,
2400,0,
2960,0,
1890,0,
1380,0,
2790,0,
870,0,
360,1,
2620,0,
2410,0,
1900,0,
1390,0,
880,0,
370,4,
2420,0,
1910,0,
1400,0,
890,1,
380,2,
2430,0,
1920,0,
2880,0,
1410,0,
900,1,
2710,0,
390,9,
2440,0,
1930,0,
1420,0,
910,0,
400,2,
2450,0,
1940,0,
1430,0,
920,0,
410,4,
2460,0,
2970,0,
1950,0,
1440,0,
2800,0,
930,0,
420,2,
2630,0,
2470,0,
1960,0,
1450,0,
940,0,
430,7,
2480,0,
1970,0,
1460,0,
950,0,
440,8,
2490,0,
1980,0,
2890,0,
1470,0,
960,0,
2720,0,
450,6,
2500,0,
1990,0,
1480,0,
970,1,
460,4,
2510,0,
2000,0,
1490,0,
980,0,
470,4,
2520,0,
2980,0,
2010,0,
1500,0,
2810,0,
990,0,
480,2,
2640,0,
2530,0,
2020,0,
1510,0,
1000,0,
490,6,
2540,0,
2030,0,
1520,0,
1010,0,
500,6,
2550,0,
2040,0,
2900,0,
1530,0,
1020,1,
2730,0,
510,6,
