                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:11,2013/08/04T20:25:11,         13.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:11,2013/08/04T20:25:13,         11.500,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:11,2013/08/04T20:25:14,         56.667,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:11,2013/08/04T20:25:38,          2.185,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:11,2013/08/04T20:25:41,          7.500,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:11,2013/08/04T20:30:11,        251.077,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:12,2013/08/04T20:25:12,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:13,2013/08/04T20:25:14,          6.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:17,2013/08/04T20:25:17,          7.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:19,2013/08/04T20:25:20,          4.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:19,2013/08/04T20:25:27,          0.375,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:20,2013/08/04T20:25:20,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:21,2013/08/04T20:25:21,          5.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:22,2013/08/04T20:25:26,         53.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:24,2013/08/04T20:25:24,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:30,2013/08/04T20:25:30,          6.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:36,2013/08/04T20:26:06,          5.467,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:37,2013/08/04T20:25:38,         10.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:37,2013/08/04T20:26:02,         10.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:38,2013/08/04T20:25:38,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:42,2013/08/04T20:25:43,         10.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:43,2013/08/04T20:25:43,         35.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:44,2013/08/04T20:25:44,         20.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:45,2013/08/04T20:25:45,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:55,2013/08/04T20:25:55,         14.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:56,2013/08/04T20:25:56,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:25:58,2013/08/04T20:26:02,          6.500,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:00,2013/08/04T20:26:00,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:02,2013/08/04T20:26:02,          9.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:03,2013/08/04T20:26:09,          0.833,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:04,2013/08/04T20:26:12,          3.250,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:06,2013/08/04T20:26:11,          4.200,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:09,2013/08/04T20:26:09,         33.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:10,2013/08/04T20:26:10,         13.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:12,2013/08/04T20:26:15,         70.667,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:14,2013/08/04T20:26:14,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:15,2013/08/04T20:26:15,         24.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:19,2013/08/04T20:26:19,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:22,2013/08/04T20:26:23,          8.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:22,2013/08/04T20:26:24,          5.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:23,2013/08/04T20:26:23,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:23,2013/08/04T20:26:27,          6.500,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:24,2013/08/04T20:26:24,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:24,2013/08/04T20:26:54,          5.267,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:26,2013/08/04T20:26:26,         12.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:27,2013/08/04T20:26:28,          7.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:27,2013/08/04T20:26:31,          4.750,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:28,2013/08/04T20:26:28,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:30,2013/08/04T20:26:30,         21.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:30,2013/08/04T20:26:31,         10.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:30,2013/08/04T20:27:00,          8.467,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:31,2013/08/04T20:26:31,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:31,2013/08/04T20:27:01,          2.500,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:31,2013/08/04T20:27:05,          5.882,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:35,2013/08/04T20:26:35,          5.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:36,2013/08/04T20:26:36,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:37,2013/08/04T20:26:37,          8.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:38,2013/08/04T20:26:38,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:39,2013/08/04T20:27:09,          9.167,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:40,2013/08/04T20:26:40,         20.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:40,2013/08/04T20:26:43,          6.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:40,2013/08/04T20:27:10,          5.733,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:41,2013/08/04T20:26:41,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:43,2013/08/04T20:26:43,          2.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:43,2013/08/04T20:26:44,         10.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:44,2013/08/04T20:26:44,          2.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:46,2013/08/04T20:26:46,          3.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:49,2013/08/04T20:26:49,          8.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:49,2013/08/04T20:26:52,        169.667,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:50,2013/08/04T20:26:50,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:52,2013/08/04T20:26:52,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:52,2013/08/04T20:26:53,         10.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:53,2013/08/04T20:26:53,         19.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:53,2013/08/04T20:26:54,          6.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:53,2013/08/04T20:26:57,          6.500,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:57,2013/08/04T20:26:59,        384.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:26:58,2013/08/04T20:26:58,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:00,2013/08/04T20:27:00,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:02,2013/08/04T20:27:03,          5.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:03,2013/08/04T20:27:04,          9.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:03,2013/08/04T20:27:33,          5.467,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:04,2013/08/04T20:27:04,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:06,2013/08/04T20:27:06,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:07,2013/08/04T20:27:07,          7.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:07,2013/08/04T20:27:08,          8.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:08,2013/08/04T20:27:08,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:08,2013/08/04T20:27:37,          9.552,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:09,2013/08/04T20:27:10,        348.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:10,2013/08/04T20:27:43,          2.212,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:11,2013/08/04T20:27:21,          0.600,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:12,2013/08/04T20:27:13,          3.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:14,2013/08/04T20:27:14,         27.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:17,2013/08/04T20:27:19,         23.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:19,2013/08/04T20:27:19,         12.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:19,2013/08/04T20:27:57,          5.553,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:23,2013/08/04T20:27:24,          9.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:24,2013/08/04T20:27:24,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:24,2013/08/04T20:27:34,          0.600,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:26,2013/08/04T20:27:31,          5.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:27,2013/08/04T20:27:27,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:28,2013/08/04T20:27:28,         11.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:30,2013/08/04T20:27:30,          8.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:30,2013/08/04T20:27:35,          5.200,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:32,2013/08/04T20:27:32,         19.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:33,2013/08/04T20:27:33,          6.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:33,2013/08/04T20:27:34,         10.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:34,2013/08/04T20:27:34,          1.000,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:35,2013/08/04T20:28:05,          6.267,
                              10.5.10.2,                              10.5.16.2,2013/08/04T20:27:36,2013/08/04T20:27:40,          2.750,
