                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:18,2013/08/03T21:00:18,         68.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:19,2013/08/03T21:00:19,         68.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:27,2013/08/03T21:00:32,          1.200,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:29,2013/08/03T21:00:29,         55.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:32,2013/08/03T21:00:32,         79.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:32,2013/08/03T21:00:33,         71.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:33,2013/08/03T21:00:33,         91.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:33,2013/08/03T21:00:34,         49.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:34,2013/08/03T21:00:34,         63.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:34,2013/08/03T21:00:40,        361.167,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:39,2013/08/03T21:00:39,         52.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:42,2013/08/03T21:00:42,         73.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:43,2013/08/03T21:00:43,          4.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:43,2013/08/03T21:00:44,         71.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:44,2013/08/03T21:00:44,        273.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:45,2013/08/03T21:00:45,          7.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:48,2013/08/03T21:00:48,        118.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:50,2013/08/03T21:00:50,          7.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:52,2013/08/03T21:00:52,         47.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:53,2013/08/03T21:00:53,         49.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:56,2013/08/03T21:00:56,         38.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:00:57,2013/08/03T21:00:57,        147.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:03,2013/08/03T21:01:03,         61.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:07,2013/08/03T21:01:07,        105.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:08,2013/08/03T21:01:08,         17.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:09,2013/08/03T21:01:09,         78.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:10,2013/08/03T21:01:10,         52.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:12,2013/08/03T21:01:12,         71.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:13,2013/08/03T21:01:13,         66.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:15,2013/08/03T21:01:15,         69.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:16,2013/08/03T21:01:16,          1.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:21,2013/08/03T21:01:21,         18.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:22,2013/08/03T21:01:22,          3.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:23,2013/08/03T21:01:23,         31.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:23,2013/08/03T21:01:24,         69.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:24,2013/08/03T21:01:24,          4.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:24,2013/08/03T21:01:25,         78.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:25,2013/08/03T21:01:25,         77.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:27,2013/08/03T21:01:27,         63.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:28,2013/08/03T21:01:28,         72.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:31,2013/08/03T21:01:31,          3.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:32,2013/08/03T21:01:33,          4.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:34,2013/08/03T21:01:34,         15.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:35,2013/08/03T21:01:35,        137.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:37,2013/08/03T21:01:37,         67.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:37,2013/08/03T21:01:38,         51.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:39,2013/08/03T21:01:39,         68.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:40,2013/08/03T21:01:40,         53.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:41,2013/08/03T21:01:41,          4.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:43,2013/08/03T21:01:43,         52.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:45,2013/08/03T21:01:46,         40.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:47,2013/08/03T21:01:47,         10.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:49,2013/08/03T21:01:49,         67.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:50,2013/08/03T21:01:50,         39.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:51,2013/08/03T21:01:51,        131.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:52,2013/08/03T21:01:52,         48.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:52,2013/08/03T21:01:53,         65.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:01:54,2013/08/03T21:01:54,         35.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:02:00,2013/08/03T21:02:00,         40.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:02:01,2013/08/03T21:02:01,        102.000,
                              10.5.17.2,                               10.5.5.2,2013/08/03T21:02:06,2013/08/03T21:02:09,          1.667,
