                              10.5.18.2,                              10.5.11.2,2013/08/03T17:15:18,2013/08/03T17:15:18,          7.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:15:21,2013/08/03T17:15:21,         11.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:15:22,2013/08/03T17:15:22,        175.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:15:58,2013/08/03T17:15:58,          6.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:16:03,2013/08/03T17:19:03,          0.017,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:16:32,2013/08/03T17:16:32,        163.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:16:33,2013/08/03T17:16:33,          4.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:16:53,2013/08/03T17:16:53,          7.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:17:34,2013/08/03T17:17:34,          5.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:17:44,2013/08/03T17:17:44,          7.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:18:02,2013/08/03T17:18:02,          8.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:18:03,2013/08/03T17:18:03,         12.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:18:05,2013/08/03T17:18:05,          7.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:18:12,2013/08/03T17:18:13,          4.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:18:22,2013/08/03T17:18:23,        158.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:18:32,2013/08/03T17:18:33,          4.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:18:35,2013/08/03T17:18:35,          4.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:18:37,2013/08/03T17:18:37,         10.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:18:56,2013/08/03T17:18:56,          1.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:19:19,2013/08/03T17:19:19,          6.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:19:41,2013/08/03T17:19:41,        164.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:19:43,2013/08/03T17:19:44,          4.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:19:50,2013/08/03T17:19:51,        157.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:19:51,2013/08/03T17:19:51,          6.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:19:57,2013/08/03T17:19:57,          9.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:20:10,2013/08/03T17:20:10,          9.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T17:20:12,2013/08/03T17:20:13,          4.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:21,2013/08/03T18:55:21,          1.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:24,2013/08/03T18:55:24,          9.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:25,2013/08/03T18:55:25,          6.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:26,2013/08/03T18:55:26,         10.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:27,2013/08/03T18:55:27,          8.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:34,2013/08/03T18:55:34,          8.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:34,2013/08/03T18:55:35,          4.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:35,2013/08/03T18:55:35,          5.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:42,2013/08/03T18:55:42,         17.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:43,2013/08/03T18:55:43,         10.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:44,2013/08/03T18:55:44,         25.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:47,2013/08/03T18:55:47,          9.000,
                              10.5.18.2,                              10.5.11.2,2013/08/03T18:55:48,2013/08/03T18:55:48,          9.000,
